model,metallic,split
sketchfab__ae__ae5a6da46f9248a281b1159b36aba047_1,5,train
sketchfab__af__af264ee82de646259530cae44c383c03_2,3,train
sketchfab__af__af33495c63524621aa39415441881784,0,train
sketchfab__af__af475b029fd546deb76d3c2ec656724a,5,train
sketchfab__af__af701a5919ab4a999b81815d3bb02ce2_None,4,train
sketchfab__b0__b0810b09951f4d65a76c242e8b3c1c53_None,3,train
sketchfab__b0__b0d5e5f600774662a3d7c96613f2e0e1_None,1,train
sketchfab__b2__b2d709a65af846788ba72e1fbc41de15_3,0,val
sketchfab__b3__b3116c963ab044d7bb04a534922ae4b0_None,1,train
sketchfab__b3__b38a03384e2840468c299fa4bfb61e93_2,5,train
sketchfab__b3__b3add1b129444f51a6a3a1cf7b9baf54_1,5,train
sketchfab__b4__b40f9b5e4931436988e7092eba918f31,5,val
sketchfab__b4__b490bb2d15314c3d9305dd68581eb789,0,train
sketchfab__b4__b4b60f9ea7da486bbeeb2516b7a838e3_None,2,train
sketchfab__b5__b540b87f3b78473490b4c0b00a0ee97b_4,3,train
sketchfab__b5__b5930e8c780a4eabaad4e3e9be23ef09_2,1,train
sketchfab__b5__b5d5698b83d64a89ae15836f7ec5eeba,4,train
sketchfab__b6__b609705163dd4c5da72903d2e9a0427c_2,5,train
sketchfab__b6__b66500b96ac24a8d9349e042288ebaa2_None,5,train
sketchfab__b7__b71524524d7e42798d2e6c9889218410_3,3,train
sketchfab__b7__b746996a4a2d448b890f314f8c5f4ca5,3,train
sketchfab__b7__b7f7d987c60045078b5252192d397e88_None,0,train
sketchfab__b8__b835d280aa7a4d4a9c20eb57644c5093,5,train
sketchfab__b8__b8b3c879956e4e57b9a1317476083987,3,train
sketchfab__b9__b95c298264ab4dc3ba76de13f113e58a,4,val
sketchfab__b9__b96547089e274ebd8e170e9b242d0902,5,train
sketchfab__b9__b9c2d29bf03e46e19d1761fe081ff1ab,5,train
sketchfab__ba__ba18facada6b4148bd783d4c4246fd82_1,1,train
sketchfab__ba__ba8043fccb20486c939be0079f2f8404,3,test
sketchfab__ba__ba81a46024eb49af9aca28ffe1e8085d_None,3,train
sketchfab__bb__bb9d1a4b34ae44929cf24c39b262b3a5,5,train
sketchfab__bc__bc58a6b9168541ce9efd35d93497a45f_baroque-table-bronze-wip-for-ue4_None,3,train
sketchfab__bc__bc6fad5050374b8198c60c089a90af25_4,1,train
sketchfab__bc__bcc29859a162457984234fbffaee034b,4,train
sketchfab__bd__bd3e2654a0f443ecb763b09d8a64e738_None,1,train
sketchfab__be__be53412797a8422b9cfe0de84715c8a8,1,train
sketchfab__be__beda1faae55848ffa3997d3b76ad0064_8,0,val
sketchfab__be__bee747520e354b4ba8fffb01b313b483,4,val
sketchfab__bf__bf3035ddff7742acabcc608da559d02f_None,1,train
sketchfab__bf__bffa32d573ab4b9090b54a7c54474627,5,train
sketchfab__c0__c06da14a01b04143b51e856efdc4a8f9_4,2,train
sketchfab__c0__c0767932f968415dbc424cc49a05cd2e_sofa-pack_7,0,train
sketchfab__c0__c09e28cd456e46718974fff42bf8cdd1_None,5,train
sketchfab__c0__c0c1c2a18d31471ba463d3d5df27107d,5,val
sketchfab__c1__c10ca3c6d7ca45b9944bddcca6f12161,4,train
sketchfab__c1__c19c2b91a4a74547a0c4a9f85f7813ca,0,val
sketchfab__c1__c1a66c9d09814bc197f568b11fb9488d_4,0,train
sketchfab__c2__c21a4ab8b3b94d488828efdb78d73fe3_2,5,train
sketchfab__c2__c22f10c5b1a64d6aad974acd342c7d42,5,train
sketchfab__c3__c364d9c007c44ad6ada3f90706bcdc77_None,4,train
sketchfab__c3__c37fb3b06e1548628e86d82d0172c0d5,5,train
sketchfab__c4__c4439227755a4d269a8a8eaf37914fc5,5,test
sketchfab__c4__c4e3eea94e0949daa2025cecb5a1a39a_None,3,val
sketchfab__c4__c4f9b863c27041de9e10df707955afe0,3,train
sketchfab__c5__c5298ac126aa4fdfa96df33bf0c5b586_None,0,train
sketchfab__c5__c55776e18b6f434087d0219621f2d38d_None,4,train
sketchfab__c5__c5faea55b68c442591c51397853c47d2,4,train
sketchfab__c6__c6090da65aae42ebaf15c2b836f33839_None,3,train
sketchfab__c6__c6803b4deec145cdabeb6c88a3b0ff15_9,3,train
sketchfab__c7__c7260b3ace904ed5b94aa4d9bb9c8752_None,3,train
sketchfab__c7__c7942f644a88468fb8048d82a06d4bc0_None,3,train
sketchfab__c8__c8a226fab9204062a3d641ac1ef76948,5,train
sketchfab__c9__c9b5a4447e954cbbaef17e2ff8d67762_2,1,test
sketchfab__c9__c9daa64f98e444808255aedb9684a537_7,5,train
sketchfab__ca__ca3b9c9291c14e688e02578343830dfe_7,4,test
sketchfab__cb__cb666d6687e54701b9b172bd7cfcbfa4_diorama-fruit-and-veg-book_5,5,train
sketchfab__cb__cb834ad72a0b476ab2bb8f952b873a2f,5,train
sketchfab__cb__cbcb3cd6e4c349eca522ee3adc45fab9,5,test
sketchfab__cb__cbe57d109f73459cbeb0616e28b874a5,3,train
sketchfab__cc__cc19b20816d74305ae86b32b1b7f141f_2,0,test
sketchfab__ce__ce235517c145465fa2c130a41ce16f91,0,val
sketchfab__d0__d000ac49d75b4361a1837dabc16dcb80_5,5,val
sketchfab__d0__d060492aeca9465ba8cf9fdaadde6b3f_1,1,train
sketchfab__d1__d11e237220c74ecd8eb48826def30522,0,train
sketchfab__d2__d2fc80c8591d4ae191c30f0626c24cde_None,5,val
sketchfab__d3__d36a248eca03451ebfc5914eb712731a_2,1,test
sketchfab__d3__d36b5949162045c0bec23b2b13899a1a_None,4,test
sketchfab__d3__d3c0579c98d54e6991c0667bb754e85c_raft-house-called-jagenau_1,0,train
sketchfab__d3__d3d0e52ec23b416192b1b2ad0383fc5f,3,train
sketchfab__d4__d43a98d302f04117a20e1148199a5cd3_1,5,train
sketchfab__d4__d4637e84f32943c78d9612943f4a6e8b_None,4,train
sketchfab__d6__d690ee0a7f9142d7a975e1392ca8bd50_36,5,test
sketchfab__d7__d736fd8cd1c8432a8d1cf5018b533851,1,test
sketchfab__d7__d79cbd449fe74a2294c2ccfe84c9dec9,3,train
sketchfab__d7__d7b9ced1dee44ccaaffa37f933ad7464,0,train
sketchfab__d8__d850a0ddd3e444a58f80091f3c6167bb_2,1,train
sketchfab__d9__d9da607e55de49aa86f84750a7520956_4,3,test
sketchfab__d9__d9e06d70d3114608a0e51b85828ca709_None,3,train
sketchfab__da__da144b9f4aa640789aed67105b3ad45e,4,train
sketchfab__da__daed6881547043b6b522c4c83590bf03_None,3,val
sketchfab__dc__dc781c054d2b4b199021fec3ad10d28d_chinese-tea-set-ceramicporcelain-teapot-cups_1,0,val
sketchfab__dc__dcf2a7e75c46454d8090bc5408c86d67,3,test
sketchfab__dc__dcffea41aaaf4457af454f009b6ca558_4,4,train
sketchfab__dd__dd500759da87444fba0f22136ea558b4,0,val
sketchfab__de__de2f743e2a9746f1b11061d41caaf880,5,train
sketchfab__df__df2881794c904cdb9971d10cb875606b,4,train
sketchfab__df__df7a63992ddb41d3bded15d8bb1ffb85,4,val
sketchfab__df__dfd58583607c441b8530d3adaeddffb8_12,5,train
sketchfab__e0__e0383118f6414306bf932f32ecb8f761_1,3,test
sketchfab__e0__e04aeded55f04b4fa4b162629b4a59af_1,5,train
sketchfab__e0__e07daeb6cfcc4e33aeb76ad7caaf7927_1d_1,4,train
sketchfab__e0__e08f3bd3b6584ca8a76ae5e60c48cf66_23,5,train
sketchfab__e0__e09121574aef45029d8325f3cd77c1f9_2,4,train
sketchfab__e1__e1435723ee334d12981a39bffbf758fa_2,0,train
sketchfab__e1__e1449d4212ee4531b437ab0b83771af2,0,train
sketchfab__e1__e150ae65e4d24521822fbee50917af0d_None,5,test
sketchfab__e2__e238eaa76aa14d57a850fa423703f56b,2,test
sketchfab__e2__e27f64346c5541ddab0503e621eac475,0,train
sketchfab__e3__e316b93d10c9440e8a920d6f3690cf2d,5,train
sketchfab__e6__e63846dd3a7d45cd8a6bcf439b39dd94_2,3,train
sketchfab__e6__e669ce62e5ab4933a8ac10b2ccb0757c_None,3,test
sketchfab__e6__e6ea2a68370048a3b627a0abf8e6c4e9_None,5,train
sketchfab__e7__e7c6faf539b646f1ba789a26157b67a3,2,train
sketchfab__e9__e98013cf99a34e348ecb74c10f2ee111,3,train
sketchfab__e9__e9ba9476207b47f491acac3df9677756,0,test
sketchfab__e9__e9bd4f854e984f78af7cee3ba0fdb012_None,5,test
sketchfab__e9__e9e31994a53d4fa68308f745c682a0b9,3,train
sketchfab__ea__ea1900a3a7de45a4b7ae9f0a4811d007_None,5,train
sketchfab__ea__ea846fd397964cf69e5ccb99ec54b6c0,1,train
sketchfab__eb__eb902ba32c2b4d718536b454b7afdaff_5,5,train
sketchfab__ec__ec3430ea7e384fb193d00843931a5970,5,test
sketchfab__ed__ed2615d8b73f423dae2d1a43f0f2e293,0,train
sketchfab__ed__ed643f28f0374d42b03b7c34fa4caaae,3,train
sketchfab__ed__eda9652af0de42b48d50ca572b93a554,5,train
sketchfab__ed__edd60004b1cc4e4a9b89f8bda8d03369_3,5,train
sketchfab__ee__ee414ec6491e4991ac90a44f8fc9187d,5,train
sketchfab__ee__ee62e1e2783544fb848023135e57cc6c_4,3,train
sketchfab__ee__ee7c6fac1ea746119f6474da5e7cc749_None,1,train
sketchfab__ee__eecff66fb0bf400f9396866b66a037b1,0,train
sketchfab__ee__eefbc90d01a347a88faeda7293b884a8,5,train
sketchfab__ef__ef11525644ee4efb90e917c5b441c313_3,3,train
sketchfab__ef__ef318bc4d61641bcb72a19581fc37e90_None,4,train
sketchfab__ef__ef4fac92ccf54bd3a649dcb39e65bbb9_1,3,train
sketchfab__ef__efa69e6e36d34afab8dabcaca1a25f5b_1,3,train
sketchfab__ef__efc22af587624d409e75942339f870f5,3,train
sketchfab__ef__efe75e2dfe07455b97a52cd1ed5fa3aa_1,3,train
sketchfab__f0__f0288c35de0a453d9801e6a0da235af9,5,train
sketchfab__f0__f07c6edb6ee54d978c9ebac76f296da0_None,1,test
sketchfab__f0__f0ebe6bb0672403384d97bd6b79b7189,3,train
sketchfab__f1__f109b8b65eef4440a9ef2ad9a4b23714,5,train
sketchfab__f3__f3aeda2a73714c4d96480d9b8b5d2d2b,0,test
sketchfab__f3__f3c19f3406574fb3b2ca2bd66490d8ca,4,train
sketchfab__f4__f42b2b1aade64aab916fc0ea3b4ec18b,0,train
sketchfab__f4__f4b7fcffff3b450880e3383f62f56141,0,train
sketchfab__f4__f4cae344717b4a47a6f5fc919cf18c56_23,5,train
sketchfab__f5__f5f7441f7f5c4f44a038dcc34d0eab07,0,val
sketchfab__f6__f6916b843d6e4bf9987da9adeb8a4d8c_1,0,test
sketchfab__f6__f6dcf2ab600f40cc8159458d7e068051_None,0,train
sketchfab__f7__f72537f614cc4882b0f3e61e221b881a,5,val
sketchfab__f8__f810fb6b7c1648d1b6978144368f5db7,5,train
sketchfab__f8__f8c0111c4edd4967b68482d993510fff,4,train
sketchfab__f8__f8e22f3c64f643d994d4b81bce60c476,0,train
sketchfab__f9__f9557ff015fc42feb100e93b96ea1ce0,0,train
sketchfab__f9__f9c1b0ccdaa34b06988460231ba78d0c_2,5,test
sketchfab__fa__fa26111cc3f54fbe8273b61472c61eab_None,5,train
sketchfab__fa__fa5717a46a6f4d2fba7b53f778414e0a_1,1,train
sketchfab__fb__fb52224543fc45c0b90cfa971e291c98,5,test
sketchfab__fb__fbee4c94ec554394b6391bce143dccb0_2,4,train
sketchfab__fc__fc0ddbd1e38346b384767858abc2961d,1,train
sketchfab__fc__fc184ac3382442219b38cd58f698c54c,4,train
sketchfab__fc__fcce2671125d409bbf92cb7eb2856b2b,5,train
sketchfab__fd__fd97cdc2861e4025879f77a5ebf8db3a_None,4,train
sketchfab__fd__fdbe832af4774663be8d1a3b13d0af33,5,train
sketchfab__fe__fe554caa9b7a49958b54428777c036cd_None,5,train
sketchfab__fe__fe9378bbc85a46878271806815377775,5,val
sketchfab__fe__fea04ecfd14c440ebc818f735b40ea7f_1,3,train
sketchfab__fe__fead7d3486ff42709807567c14e9c671,3,train
sketchfab__fe__fee2134199724f948a2974df9b0fdc44_None,5,train
sketchfab__fe__feee2f6eeceb422baeeebac554a7c72d,5,val
sketchfab__ff__ff716b4001594e288e6df644d7394585_2,4,train
sketchfab__ff__ffa3463ad6b042e8b3d38feb2a135917_None,0,train
sketchfab__ff__ffdb82d6f8084b8ea0ecec4f92f04ce8_None,5,train
unreal__03a5893d143e5740f144d83adbf7d545872b21889f791c5035ec745828e98742,1,train
unreal__03e61db8c62fef9be45e4f88538de1c7c22e52940e5541d542b851b63b8d124e,5,train
unreal__084765878c04c2b535612b5d62911d6468e9bc647e286bb5cea9651f995295c2,0,train
unreal__0894d7c91cffeb4de59b6079a86c06d0aae8b8c810cfdd99d05e4cbb89e511a2,0,test
unreal__0c999dd05356cfc932dc7a3a290838a09987879ecad130b9c4c7929f377fc019,0,test
unreal__0d1358f56503de875c4d2703cb6d48e27153d20fd11c7dedc9d94e2fa2556961,0,train
unreal__0eef8c1eb759e9b173845080c2c73a9cf335a53341d7e63631f4669adef2806f,2,val
unreal__104c0c7aae3c92eac2b8a8320e3ff8ea3e574565ffc2459e5921662174f7147a,0,test
unreal__153b09321070bf214a5413d4ec6a3f5d0ef3dd4e56cd50a0cfdcac2209588b8a,0,train
unreal__2396b663d6d6e3902adcfd97079b0f3fb00b99e18d5e9faa61dddeae543b9929,4,train
unreal__24daab7d390fecc5a70a2558acd40d07fc41f61eba5e35b4fa6f6fc687119461,0,train
unreal__2bf68d062a5472054bef538b9d29ef216e06eb7cbb67dfd875a730f9222c7f82,0,test
unreal__2dc44284e276b8c119aff91f9d3d07f720cc0e9a4674baf87810a488a06c6443,0,train
unreal__2de98f4e674230846108c39610fa29a9a43c3dd5b7283b38ef47a471640ddaae,4,val
unreal__341af83a974ef1b4a3c522adbdb5717e9257fd68b95be8de37b527f8ac7bcf38,0,test
unreal__3ebd17af92554f7e2a9c98f8209ce622e63c3f63725edab9751e8ae0423d7c75,0,test
unreal__4001a91a10b37309c1a394768aac73b0c29b07e664fc591daa137bb750dbf612,0,train
unreal__4e44743ef4c83fa4d1a4a7d4857ab1f1e73762ada6e6cf49152cc906b58b9723,0,test
unreal__4ef7ec32aab451bd94bb7b123136c14b09b25f668d74d504e89f815bb9186a41,1,test
unreal__50b80b1f3a91713b7ec34732cfac8a5e641c9b6a4a33fbb0c3a49d3a1e239285,0,train
unreal__54172f53a792558524943e3eb953cba6196a0fcc5e35a199b88cb9aa40c6662b,0,train
unreal__553cba668c9a3e4719147dcf4622aff04d3515e7702ee5fbea4b52481e07036a,1,test
unreal__5605b98539bb55566d529c6ded5a2de6027a300bc2e3c1e2ad294609d7638eff,0,train
unreal__560e0c701ce3defc32bf03115dd8f469532c9f3c3ea3df572495d849edd89017,0,train
unreal__58632d6369f0e8c6f1d53346e9cc34bba96e5618f09bc1d4281109982202085b,0,train
unreal__58e698924a50d8bdc82aae840468e0297b26c2a21453060dc837b74586a9b965,0,train
unreal__5cbb1ebb619956a3616bd2e4f6b7de06f600a96517ab49dad6f08ba44709eb6c,0,train
unreal__5d0b700a90a89fb286f2cfbd7de30b8e71000f8bc2f8f11897c46f98028a912d,0,test
unreal__5d4ad2515b51c07e4c8155d2b9119026258abb4292ce5b74c0f8c84dd08270f1,0,val
unreal__5d70c4efec89c1dea9f757e946ddb554737d8fad19e10a8a9630fd65b17bc90e,0,val
unreal__6185900a51c830aee48b5760ce469ac4f9c7541955553fcdb40443257e093fd7,0,test
unreal__61d6ca00c361c398d318a568a9ab66b7be5cadf343c58033cc09123deac8d7f9,5,train
unreal__645f54a8b02369d6239604f4db7220a39b093c79b6497b9330b07963ba468b47,0,train
unreal__652532e3702ce36724d98074c221c7d239fe0d32a73ea21e265155234fd88b97,1,val
unreal__68a09db16beeec8c6b341fec50fd6ceaffea2e501a3301bbd4b45e9d65079e98,0,train
unreal__6a62236a92d2e8006b3f211cfdc663b531e2c7a1cb326b8fa1cdd284a8e5bacd,0,train
unreal__832a0ef830addff39abd3e6e241465d74b5a59efa8436e5b3c37371f30d68980,0,train
unreal__859ee20a9b2bf5faa324fba464768d6b9a87da6900910c8ee21377ba7e0168ea,0,val
unreal__8999af0321268b62f565456090507df43f1eb9d78eee71bb6eb79fbb52568e40,0,test
unreal__a19230efe730421e488009bf4fedd808f6c776add84148b1893544fe935d7f51,0,train
unreal__af00f885c42c78674ebc7be835d7beaef1a29f2259e650ccd57aaf07354b6c80,0,test
unreal__af96f3d1574543fcd1ae6d3e64738440cb54c8bfb259aabc9406feba8b4d4625,0,test
unreal__b842042a6b42bdc774993540fa87adec2104126f95fbad2456e3208ffdf10b27,0,test
unreal__bc350b5ceec3f9db14cec1d0255c366cdd68f339ef322b16297054f1b0b63c87,0,train
unreal__bea74dd47da93c2c44491dc33d4f625b03e1e3551f3e16251fde69f0472a3a5d,0,test
unreal__c0eda13c528846a988428746f4abf648e08523f3018cab6a9deb6d7268c89509,0,train
unreal__c3a48fc5b6b9c530497b97a94264e0bf0615a94db988ae3e001c597cce9ba9ee,1,test
unreal__c9284a12f36cb33ebb857af97cfe8eae5464a40372eb21fbc11cfd8ac23800ec,0,train
unreal__c9d378b45afafb6c5cb70c7c344cbe4bf3493ae39940035b258d71247622aee8,5,val
unreal__d29bffa1568fbfb54a9fb322c2a6e942b3839e31b679b1202224c44ec5e8c8f6,0,train
unreal__d683c2e309017e92038f5b4162deb7faaa6517af16881d5bc659764a74db6473,0,train
unreal__d9c8913c9c6c73ed52b7b37d9921f28b904b10163fdb7643e29e3703283ac991,0,train
unreal__e0d4ee63a9f64c64da06f9d8ee27cbac16dd418be9e913ddc5fbae127c467419,0,train
unreal__e0efd9e6ebcf330b524f1668c6a1589a2bde4ce4061c427024c6741147161a36,1,train
unreal__e196ebb26c4c82fe2cc979636b7f32d68f2d9f874ef90c88e59e0f994e14021b,0,train
unreal__e3701a3212541e820ea727eab1f68d21d49173b5a53626566d1a504a18fde020,0,train
unreal__e6d0b2a9af1eaaffb3cb4773f5586529d4724ce72f009909e8ebd63de68cd560,0,val
unreal__eb987472be98f5ce91dbe6c9c1281d078c4f69e23cf5d3567fe61836652e9fed,4,test
unreal__edbed53f35d36e194f9a534e5a209eb4d658eb95f8f9d320dae1bc6a512b69db,0,val
unreal__ee4c1d78730c34b7dad43d63d930ef63d48c4828a613d213311a9c15411c64c2,0,train
unreal__ef2222a82785e8f6eb3d3cae5db071888527c28d3fc5d2cc45898b1f4dbdd293,0,train
unreal__f0eb6d083c961f886cd520a9a3fb91f529179da4478d78b40e4763f5ad540309,0,train
unreal__f37e21dc9be9e122e7b3876bc5de0849d6d8570d57467e9ee29d6aabe0307964,0,train
unreal__f4b5f4eca9d534c73e7ff6b9c70555e1a75b5fbb9492f56f6aa09ca318e02ffb,0,train
unreal__f6119444a1530f45bd1f9cf5941c3f7b23e850690118c2ce8e1c34be2fc74ea3,0,train
unreal__f82dfbfdb6951a2036e86b29359e4697ccb6c61be779d4c9f08dd5014ebf602d,3,train
3d66__1__100458_单人沙发,5,test
3d66__1__100579_椅子4,5,train
3d66__1__101578_壁柜,5,train
3d66__1__101773_椅子2,0,train
3d66__1__102705_柜子-38,0,train
3d66__1__103000_果盘-78,0,test
3d66__1__103275_摆件3_None,1,test
3d66__1__103409_椅子1,1,train
3d66__1__103916_吊灯,1,train
3d66__1__104201_鞋_None,0,train
3d66__1__104672_糕点1_None,5,train
3d66__1__104828_保险柜,0,train
3d66__1__106023_河马玩偶,5,train
3d66__1__106138_桌子1_None,3,train
3d66__1__106218_抽屉,3,train
3d66__1__106674_吊灯3,5,test
3d66__1__107373_建E_model_202181313936561102_3,3,train
3d66__1__108004_罐子1,5,train
3d66__1__108498_抱枕_2,5,train
3d66__1__108756_椅子2,5,test
3d66__1__108809_衣服10,5,train
3d66__1__12355_挂衣架01,5,val
3d66__1__12708_台灯5,5,train
3d66__1__13202_椅子1,1,train
3d66__1__13710_沙发_03,1,train
3d66__1__1471_木桶_04_None,2,train
3d66__1__15597_玩具01,5,test
3d66__1__15795_书籍杂志03,5,test
3d66__1__15975_儿童玩具车_01_2,3,train
3d66__1__18018_白菜_24_None,5,train
3d66__1__18335_自行车01,5,train
3d66__1__18356_蜘蛛01,5,train
3d66__1__19652_机床,5,train
3d66__2__20088_甜点009_None,5,test
3d66__2__20347_纸箱2,5,train
3d66__2__20677_三轮车_None,1,train
3d66__2__21289_书架02_None,3,val
3d66__2__21627_摆件06,5,val
3d66__2__21807_椅子1,5,train
3d66__2__22198_装饰02,5,train
3d66__2__23446_摆件02,1,test
3d66__2__23563_沙发_01,0,train
3d66__2__23740_罐子01,5,train
3d66__2__23869_椅子2,5,train
3d66__2__24119_椅子2,5,train
3d66__2__24170_异形沙发01,3,train
3d66__2__24851_灯_02,3,train
3d66__2__25271_摆件05_2,5,train
3d66__2__25485_凳子01,5,train
3d66__2__25508_沙发01,0,train
3d66__2__28135_摆件07,5,test
3d66__2__2968_椅子3,5,train
3d66__2__29733_酒瓶_09,5,train
3d66__2__29886_装饰柜_16,5,train
3d66__3__30208_玩具狗_06,0,train
3d66__3__31158_冰箱_02,3,train
3d66__3__33332_弹夹02_None,5,train
3d66__3__33714_包004,3,train
3d66__3__33955_衣服01_None,0,test
3d66__3__33959_衣服_03,3,train
3d66__3__34132_鞋子_01,3,train
3d66__3__34899_角色02,2,val
3d66__3__35526_饰品摆件04,5,test
3d66__3__35532_三人沙发01,3,train
3d66__3__36723_大衣,5,train
3d66__3__36993_柜子,0,train
3d66__3__38517_玩具_06_None,5,val
3d66__3__39576_书1_None,5,train
3d66__3__39833_斧头_08,5,train
3d66__4__40048_车02,5,train
3d66__4__4241_桌子2,5,val
3d66__4__45743_椅子02_None,5,val
3d66__4__47757_玩具09,0,train
3d66__4__48005_办公桌01,5,train
3d66__4__48065_瓶子02,5,train
3d66__4__48109_桌子_02,5,test
3d66__4__48415_摆件07,0,train
3d66__5__50229_雨伞01,5,val
3d66__5__51015_桌子01,5,test
3d66__5__51291_凉亭-2,5,train
3d66__5__51554_单椅030,5,train
3d66__5__52351_柜子02,5,train
3d66__5__52639_罐子_03,5,train
3d66__5__52863_饰品摆件17,1,train
3d66__5__53208_抽烟机01,2,test
3d66__5__53310_桌子27,0,val
3d66__5__53658_饰品摆件19_None,5,train
3d66__5__5381_蔬菜01,5,val
3d66__5__53900_摆件01,3,train
3d66__5__55321_吊灯01,3,test
3d66__5__56292_灯01,3,val
3d66__5__56671_椅子001,3,val
3d66__5__57671_酒瓶017,0,train
3d66__5__57980_沙发002,5,train
3d66__5__58569_圆桌-7,5,train
3d66__5__59633_桌子,3,train
3d66__5__59661_桌子004,5,val
3d66__5__59719_锅,5,test
3d66__5__59748_食物004,5,train
3d66__6__61517_茶具,0,train
3d66__6__63413_柜子2,3,train
3d66__6__63464_桌子,1,train
3d66__6__64583_柜子001,5,val
3d66__6__65169_船,0,val
3d66__6__65267_桌子001,5,train
3d66__6__65988_梳妆台001,3,train
3d66__6__66347_沙发001,3,train
3d66__6__67784_椅子,5,train
3d66__6__68506_组2140197632,0,train
3d66__6__68753_圆几001_None,5,test
3d66__6__6929_椅子1_2,5,train
3d66__6__69870_家具054,5,test
3d66__7__71197_雕塑001,0,train
3d66__7__725_角色680,5,train
3d66__7__72761_毛巾架,5,train
3d66__7__72981_摆件002,3,train
3d66__7__74807_凳子,3,train
3d66__7__74885_柜子008,3,train
3d66__7__74887_小汽车1,5,train
3d66__7__74895_灯4_1,3,train
3d66__7__76320_茶几_2,0,train
3d66__7__76525_雕塑004_None,5,test
3d66__7__76573_摆件5、,5,train
3d66__7__76811_沙发3_None,5,test
3d66__7__76851_灯002,3,train
3d66__7__77180_摆件003,5,train
3d66__7__78062_椅子,5,train
3d66__7__78370_洗化用品009,5,val
3d66__7__78383_床头柜,5,train
3d66__7__78597_桌子003_None,0,train
3d66__7__79292_展柜1,5,train
3d66__7__79632_衣服010,0,train
3d66__8__80066_椅子01_None,1,val
3d66__8__81767_床,5,train
3d66__8__86299_灯2,3,train
3d66__8__86602_医用药004,5,train
3d66__8__87276_洗浴用品029,5,train
3d66__8__87399_椅子-7,5,train
3d66__8__87530_椅子001_None,3,train
3d66__8__87538_台灯1,3,train
3d66__8__87995_桌子001,3,test
3d66__8__88009_盒子,3,test
3d66__8__88287_电竞椅_None,0,train
3d66__8__89583_茶几,3,val
3d66__8__89874_肉003_None,5,train
3d66__9__91111_椅子008,3,train
3d66__9__91159_椅子,3,val
3d66__9__91252_瓶子,5,test
3d66__9__91352_凳子002,5,train
3d66__9__91432_柜子1,5,val
3d66__9__92572_沙发,0,train
3d66__9__93574_绿植3_1,5,train
3d66__9__93600_椅子5_None,5,train
3d66__9__94699_摆件,5,test
3d66__9__94781_床头柜,3,train
3d66__9__94786_柜子2_1,5,train
3d66__9__96287_椅子_None,1,train
3d66__9__96363_电视柜上相框_None,5,train
3d66__9__96502_木制桌子_None,5,train
3d66__9__96736_书3_,0,test
3d66__9__96867_石榴2_None,5,val
3d66__9__97173_椅子-1,1,val
3d66__9__98030_摆件4,5,train
3d66__9__98199_椅子,0,val
3d66__9__99018_桌子1_None,5,test
3d66__9__99275_床,5,train
3d66__9__9933_办公椅,1,train
3d66__9__99434_醋_1,5,train
abo__3__B0723H8HN3,5,train
abo__3__B074VLPC13,5,train
abo__3__B07B4ML473,0,test
abo__3__B07FFVJN43,3,val
abo__6__B075X5TMV6,5,train
abo__B__B07B4D46TB,0,train
abo__B__B07SHYWNQB,5,train
abo__F__B075X4VQYF,0,train
abo__F__B07QBQF7QF,5,train
abo__H__B07MBFDKTH,3,train
abo__H__B07MHMGJMH,5,train
abo__K__B01LR5S6HK,5,train
abo__M__B07QWZDNLM,5,train
abo__N__B07P5LNLRN,5,train
abo__P__B07MR4GRQP,3,val
abo__P__B07QD6V6MP,3,train
abo__W__B07VDD47LW,3,train
abo__X__B084DQ4YVX,5,test
abo__Y__B07MBFDHRY,5,train
abo__Z__B07K7LVRMZ,5,train
abo__Z__B082Q985HZ,5,train
games__APEX__jump_pad_pad_vfx_LOD0_None,5,train
games__Aircraft_Carrier_Survival__49_Landmark_CaravanIsland_RealDeal_249_None,5,train
games__Aircraft_Carrier_Survival__Placeable_HonkHorn_3_Ceiling_2,1,train
games__Aircraft_Carrier_Survival__Placeable_Lantern_Metal_Floor_None,0,train
games__Asterigos_Curse_Of_The_Stars__1173_merged_5_1_caelumA_pillar_c01_mesh_with_tex,3,train
games__Asterigos_Curse_Of_The_Stars__1514_civilian_funi_hanging_b01_mesh_with_tex_1,0,train
games__Asterigos_Curse_Of_The_Stars__848_military_statue_stand_d01_mesh_with_tex_None,5,test
games__Atomic_Heart__515_SM_Statue_SymbolPart_04_with_tex_None,0,train
games__Code_Vein_Deluxe_Edition__1888_SK_Louis_Cinema_NoMask_None,5,test
games__Counter_Strike_2__bench_None,5,train
games__Counter_Strike_2__door_double_03,3,train
games__Counter_Strike_2__dust_food_crates_74,5,train
games__Counter_Strike_2__piece_024_None,5,train
games__Counter_Strike_2__pipe_valve_None,4,train
games__Counter_Strike_2__sk01_pole_sign_07,3,train
games__Counter_Strike_2__train_column_cap_hr_38x22x20_01,5,train
games__Craftopia__931_Idle_Drill_07_1,3,train
games__DD2__eq26_000_02_1mesh_None_5,5,train
games__DD2__tops_507_am_fmesh_None,5,train
games__Darksiders_Genesis__276_Dn_HL_Mammon_Coffin_A_Lid01_None,5,train
games__Darksiders_Genesis__464_UND_Skulls_A_04_None,5,test
games__Darksiders_Genesis__778_Dn_HL_Bridge_Pillar_A_None,5,train
games__Deadlock__bus_back_01_None,4,train
games__Deadlock__fence_002b_gate_128_None,3,test
