model_name,x,y,model_name,batch,tier,final_score,pbr_type,base_color_score,normal_score,roughness_score,metallic_score,normal_map_expected_score,normal_map_pred_score,roughness_expected_score,roughness_pred_score,metallic_expected_score,metallic_pred_score,base_color_expected_score,base_color_pred_score
unreal__f1cc1a8e187dd0393d2de2760442276e75240dfb333942fae9e9a0ec2a996c3c,-37.13528060913086,-49.78888702392578,unreal__f1cc1a8e187dd0393d2de2760442276e75240dfb333942fae9e9a0ec2a996c3c,batch_39,Incorrect (不可用),0.0,others,0,0,0,0,1.5413950681686401,0,0.022052574902772903,0,4.196778297424316,5,1.8712401390075684,0
3d66__1__11225_车,-54.77424621582031,-1.58506441116333,3d66__1__11225_车,batch_41,Tier 5 (勉强可用),1.19,stylized,3,0,1,1,1.1258141086045725e-08,0,0.5837862491607666,0,2.2268295288085938,0,2.971022129058838,5
3d66__1__13902_边柜1,-20.85688591003418,-19.61208724975586,3d66__1__13902_边柜1,batch_41,Tier 5 (勉强可用),0.85,physical,2,0,1,0,0.0004245996242389083,0,0.6734325289726257,0,0.01335231401026249,0,2.8447415828704834,5
3d66__1__19521_咖啡机02,-30.196229934692383,-13.542208671569824,3d66__1__19521_咖啡机02,batch_41,Tier 5 (勉强可用),1.0,physical,2,0,1,1,1.5041048754937947e-05,0,0.7249940633773804,0,1.1957343816757202,0,2.266667604446411,0
3d66__1__100746_乐器4_None,-12.839738845825195,45.23106002807617,3d66__1__100746_乐器4_None,batch_41,Tier 5 (勉强可用),1.19,physical,3,0,2,0,0.18676228821277618,0,3.012359619140625,5,4.3661932945251465,5,3.3426597118377686,5
3d66__1__106752_蛋糕,-46.09608459472656,-6.1222147941589355,3d66__1__106752_蛋糕,batch_41,Tier 5 (勉强可用),1.19,physical,3,0,2,0,0.0008430675370618701,0,1.6389925479888916,0,4.669376373291016,5,2.5504608154296875,5
3d66__3__3907_陶瓷摆件05,17.436132431030273,-1.657413363456726,3d66__3__3907_陶瓷摆件05,batch_41,Tier 4 (手游级),1.94,physical,3,0,2,5,0.044108495116233826,0,0.9614052176475525,0,4.809263706207275,5,3.8599133491516113,5
3d66__3__30614_洗手台_06_None,-72.94987487792969,-3.398752450942993,3d66__3__30614_洗手台_06_None,batch_41,Tier 5 (勉强可用),1.34,uncertain,3,0,3,0,1.458586127312672e-13,0,1.769244909286499,0,1.084150791168213,0,2.524509906768799,5
3d66__4__49704_沙发01_None,-60.42397689819336,-3.976191520690918,3d66__4__49704_沙发01_None,batch_41,Tier 5 (勉强可用),1.04,physical,3,0,1,0,1.6128511859392347e-08,0,0.16373571753501892,0,4.552523612976074,5,3.3657240867614746,5
3d66__5__57853_沙发,-21.215763092041016,-33.40134048461914,3d66__5__57853_沙发,batch_41,Tier 5 (勉强可用),1.0,physical,2,0,2,0,0.1968647986650467,0,0.5931322574615479,0,0.10802209377288818,0,2.2957403659820557,0
3d66__6__65324_餐具_7,-29.39397430419922,35.65593338012695,3d66__6__65324_餐具_7,batch_41,Tier 5 (勉强可用),1.36,physical,0,0,3,5,7.288022607099265e-05,0,2.918071746826172,5,4.33948278427124,5,1.716623067855835,0
3d66__6__68473_椅子1,-67.86119842529297,-5.3442816734313965,3d66__6__68473_椅子1,batch_41,Incorrect (不可用),0.0,physical,0,0,0,0,2.874857605661765e-14,0,0.19585932791233063,0,0.8523459434509277,0,3.0043106079101562,5
3d66__7__73428_摆件001,-4.582998752593994,-41.94593048095703,3d66__7__73428_摆件001,batch_41,Tier 4 (手游级),1.94,physical,3,0,2,5,0.0005399420624598861,0,1.1044085025787354,0,4.586460590362549,5,1.753278136253357,0
abo__Q__B075YL5LFQ,17.537677764892578,-31.33709144592285,abo__Q__B075YL5LFQ,batch_41,Tier 4 (手游级),2.43,physical,5,2,2,0,2.632263660430908,5,0.7663150429725647,0,4.256828308105469,5,4.241283416748047,5
games__Counter_Strike_2__aztec_wood_ceiling_edge_64_01_None,24.185081481933594,-44.747314453125,games__Counter_Strike_2__aztec_wood_ceiling_edge_64_01_None,batch_41,Tier 4 (手游级),1.64,physical,3,0,0,5,0.23213836550712585,0,0.08394095301628113,0,4.785497665405273,5,4.191158771514893,5
games__Devil_May_Cry_5__sm1113_brokenchair_02mesh_2,22.722610473632812,-34.75818634033203,games__Devil_May_Cry_5__sm1113_brokenchair_02mesh_2,batch_41,Tier 3 (游戏级),2.55,physical,3,3,3,0,3.190483331680298,5,3.24236798286438,5,4.805459499359131,5,2.2647318840026855,0
games__Devil_May_Cry_5__sm1628_l05_pipeamesh_None,-42.53668975830078,17.80369758605957,games__Devil_May_Cry_5__sm1628_l05_pipeamesh_None,batch_41,Tier 5 (勉强可用),1.49,physical,3,0,3,1,0.00045693430001847446,0,2.6700735092163086,3,3.794546127319336,5,2.350090503692627,0
games__Dota_2__blue_wintermoon_2,-40.752071380615234,11.883706092834473,games__Dota_2__blue_wintermoon_2,batch_41,Tier 4 (手游级),1.83,stylized,4,0,4,1,0.003462097141891718,0,3.814763069152832,5,2.50239634513855,0,3.802046537399292,5
games__Dota_2__dotapit_s3_firefly_None,38.97506332397461,4.587011814117432,games__Dota_2__dotapit_s3_firefly_None,batch_41,Tier 2 (高级/AAA),3.84,stylized,4,4,3,5,4.808568000793457,5,2.233034133911133,0,4.875555038452148,5,3.739865779876709,5
games__Dota_2__wolf_hat_1_None,-13.164036750793457,49.24005889892578,games__Dota_2__wolf_hat_1_None,batch_41,Tier 3 (游戏级),2.55,stylized,3,3,3,0,3.4979805946350098,5,2.538102626800537,3,4.7646050453186035,5,3.411440134048462,5
games__Warhammer_40K_Rogue_Trader__2410_astropat_temple_organ_01_02_None,13.261364936828613,5.568939685821533,games__Warhammer_40K_Rogue_Trader__2410_astropat_temple_organ_01_02_None,batch_41,Tier 4 (手游级),1.67,stylized,4,0,0,5,0.06635832786560059,0,0.03416482359170914,0,4.063094139099121,5,4.396311283111572,5
games__Wasteland_3__Ranger_Male_72_None,-7.653713703155518,21.678937911987305,games__Wasteland_3__Ranger_Male_72_None,batch_41,Tier 3 (游戏级),2.75,physical,3,4,2,0,4.715756893157959,5,0.8817155361175537,0,0.00022299365082290024,0,3.7926063537597656,5
hssd__f6d1ac8f634ad47743c32018d3bda90d941a8abd,15.614208221435547,-16.382896423339844,hssd__f6d1ac8f634ad47743c32018d3bda90d941a8abd,batch_41,Tier 4 (手游级),2.4,physical,4,2,2,0,1.447242259979248,0,1.2716176509857178,0,0.353370726108551,0,4.01544713973999,5
megascan__1a2b6eceaa384d634ca2944e1cfa003eea462535e226bde5fd3ecea05fa4a409,63.61747360229492,-23.866342544555664,megascan__1a2b6eceaa384d634ca2944e1cfa003eea462535e226bde5fd3ecea05fa4a409,batch_41,Tier 2 (高级/AAA),3.5,physical,3,4,2,5,4.99076509475708,5,0.5653846263885498,0,4.9798479080200195,5,4.380546569824219,5
megascan__f8965fd14c5ad702c735617830c24fa6e12a441919c9ddd3cd2f99d34592af3b,50.82240676879883,11.736851692199707,megascan__f8965fd14c5ad702c735617830c24fa6e12a441919c9ddd3cd2f99d34592af3b,batch_41,Tier 2 (高级/AAA),3.68,physical,5,3,3,5,2.482816219329834,0,1.5005836486816406,0,4.99254035949707,5,3.8016955852508545,5
pbrmax__8299_WoodCarving_19,51.90989685058594,9.145964622497559,pbrmax__8299_WoodCarving_19,batch_41,Tier 2 (高级/AAA),3.68,physical,5,3,3,5,3.0169928073883057,5,1.2821054458618164,0,4.827338218688965,5,3.7481589317321777,5
pbrmax__Apple_5,64.83930969238281,-12.517930030822754,pbrmax__Apple_5,batch_41,Tier 2 (高级/AAA),3.84,physical,5,3,3,5,3.9403114318847656,5,3.661769390106201,5,4.928625106811523,5,3.9009995460510254,5
pbrmax__Flask,39.046485900878906,32.476261138916016,pbrmax__Flask,batch_41,Tier 3 (游戏级),3.0,physical,3,3,5,1,3.441190242767334,5,4.711357593536377,5,0.91258704662323,0,3.286787986755371,5
pbrmax__Joss_42,54.90056228637695,-4.191296100616455,pbrmax__Joss_42,batch_41,Tier 2 (高级/AAA),4.19,physical,5,4,3,5,4.933917045593262,5,3.173701763153076,5,4.961859703063965,5,4.404343605041504,5
sketchfab__0a__0a8fac0ef8344ec7bf2f0d1992d8cee2_2,21.795461654663086,31.942138671875,sketchfab__0a__0a8fac0ef8344ec7bf2f0d1992d8cee2_2,batch_41,Tier 2 (高级/AAA),3.76,physical,4,5,3,0,4.996720790863037,5,2.3879847526550293,2,2.1490719318389893,0,3.4445443153381348,5
sketchfab__0c__0c768eec8d47458cbb318f2a05699886,42.05299758911133,-13.018433570861816,sketchfab__0c__0c768eec8d47458cbb318f2a05699886,batch_41,Tier 2 (高级/AAA),3.7,physical,4,4,1,5,4.973062515258789,5,0.21652711927890778,0,4.843031883239746,5,3.056663990020752,5
sketchfab__01__010467fb02d94a62aab905cd114b12e7,41.89237594604492,24.74341583251953,sketchfab__01__010467fb02d94a62aab905cd114b12e7,batch_41,Tier 3 (游戏级),3.26,physical,3,2,5,4,2.051595687866211,0,4.995821475982666,5,3.6253068447113037,5,3.6996195316314697,5
sketchfab__1c__1ce7772ebe4741edbebdb6cf7af48e3d_2,26.524173736572266,-35.69426727294922,sketchfab__1c__1ce7772ebe4741edbebdb6cf7af48e3d_2,batch_41,Tier 3 (游戏级),3.45,physical,3,3,4,5,3.167470693588257,5,3.986372232437134,5,4.848599910736084,5,3.047220230102539,5
sketchfab__02__024c053e7e2b45808e6db45a973cd6c9,0.749169111251831,50.31904602050781,sketchfab__02__024c053e7e2b45808e6db45a973cd6c9,batch_41,Tier 3 (游戏级),2.85,physical,3,3,5,0,3.9995675086975098,5,4.659751892089844,5,3.211649179458618,5,3.453935146331787,5
sketchfab__2e__2eed49b68cd845028a047b9011c2e9d7_1,50.18711853027344,-4.329809188842773,sketchfab__2e__2eed49b68cd845028a047b9011c2e9d7_1,batch_41,Tier 2 (高级/AAA),3.65,physical,3,4,3,5,4.179060459136963,5,4.043701171875,5,4.9995880126953125,5,4.093838691711426,5
sketchfab__3e__3e76c6453e1440b6b691c9fe522eae72_6,15.217671394348145,-47.62012481689453,sketchfab__3e__3e76c6453e1440b6b691c9fe522eae72_6,batch_41,Tier 4 (手游级),1.75,physical,2,0,2,5,0.03155922144651413,0,0.9390504360198975,0,4.841073036193848,5,1.4092912673950195,0
sketchfab__04__04a9c8c17d0d4ba0b03f122c1f40ccd9_3,7.241128444671631,-37.40066146850586,sketchfab__04__04a9c8c17d0d4ba0b03f122c1f40ccd9_3,batch_41,Incorrect (不可用),0.47,physical,0,0,1,0,0.028527654707431793,0,0.8021955490112305,0,4.834789752960205,5,1.3703123331069946,0
sketchfab__4a__4a98bf1570e9463ba4c1041fbfe9d9db,-23.578275680541992,53.423038482666016,sketchfab__4a__4a98bf1570e9463ba4c1041fbfe9d9db,batch_41,Tier 3 (游戏级),3.15,physical,3,3,3,4,4.100670337677002,5,3.8775644302368164,5,3.681426763534546,5,3.3565611839294434,5
sketchfab__05__05dece5c8e464777bf53937a2a7d0221,3.84444260597229,12.009672164916992,sketchfab__05__05dece5c8e464777bf53937a2a7d0221,batch_41,Tier 5 (勉强可用),1.19,physical,3,0,2,0,1.267561674118042,0,0.6843280792236328,0,0.6131043434143066,0,2.968109130859375,5
sketchfab__6a__6a6a5df7f6704cf9a3c080eeb2db28ae_3,35.75358200073242,-7.642544746398926,sketchfab__6a__6a6a5df7f6704cf9a3c080eeb2db28ae_3,batch_41,Tier 4 (手游级),1.62,physical,4,2,0,0,0.2798846364021301,0,0.07717996835708618,0,4.502699375152588,5,4.238969802856445,5
sketchfab__7f__7fe7ccc8b2384f8884a04066acd6268b,4.363794326782227,44.54323959350586,sketchfab__7f__7fe7ccc8b2384f8884a04066acd6268b,batch_41,Tier 2 (高级/AAA),4.15,physical,4,4,5,4,4.933567047119141,5,4.977597713470459,5,2.566007137298584,5,3.78944730758667,5
sketchfab__8c__8ce22cc827484a12bca2a41d1f3294eb_4,-11.900553703308105,44.227237701416016,sketchfab__8c__8ce22cc827484a12bca2a41d1f3294eb_4,batch_41,Tier 2 (高级/AAA),3.68,physical,5,3,3,5,3.061732292175293,5,2.4800758361816406,3,4.62534761428833,5,3.712451219558716,5
sketchfab__8f__8fd0f504ef99479997b62da6c2090f68_1,-21.64735221862793,-13.074003219604492,sketchfab__8f__8fd0f504ef99479997b62da6c2090f68_1,batch_41,Tier 5 (勉强可用),1.45,physical,2,0,2,3,0.009376194328069687,0,0.6450422406196594,0,2.2018613815307617,0,3.197816848754883,5
sketchfab__9c__9cdd3a348d7c49468e131dc1afdcee14_None,-28.059101104736328,3.1551921367645264,sketchfab__9c__9cdd3a348d7c49468e131dc1afdcee14_None,batch_41,Tier 4 (手游级),2.21,physical,3,2,2,0,0.7934620976448059,0,1.0244234800338745,0,0.10836552083492279,0,2.9631099700927734,5
sketchfab__9f__9fa57e6deb7542d0b560ef6bd9602df0,-2.524111032485962,-25.750892639160156,sketchfab__9f__9fa57e6deb7542d0b560ef6bd9602df0,batch_41,Tier 4 (手游级),1.86,physical,2,2,2,0,0.3956160545349121,0,1.1389354467391968,0,3.431490659713745,5,1.530502438545227,0
sketchfab__11__113716c94a2a4749aa08dc517c49bcfe,-23.020530700683594,10.780540466308594,sketchfab__11__113716c94a2a4749aa08dc517c49bcfe,batch_41,Tier 5 (勉强可用),1.45,physical,2,0,2,3,0.4956481158733368,0,0.6813410520553589,0,2.010104179382324,0,3.283966064453125,5
sketchfab__14__146c99c1d3ff4d689545c89016ab8257,14.136443138122559,51.44942855834961,sketchfab__14__146c99c1d3ff4d689545c89016ab8257,batch_41,Tier 3 (游戏级),2.71,physical,3,3,3,0,2.5615925788879395,5,1.9165890216827393,0,0.6519286036491394,0,3.241506576538086,5
sketchfab__18__18ffdd98562f40b798f2ede356f38a57_4,32.07475662231445,18.896556854248047,sketchfab__18__18ffdd98562f40b798f2ede356f38a57_4,batch_41,Tier 4 (手游级),2.2,physical,3,2,3,0,3.7574548721313477,5,3.550910472869873,5,4.2227277755737305,5,3.7184865474700928,5
sketchfab__26__2640aaee266a47599a9c6bef382e1803_2,26.29877281188965,-15.386531829833984,sketchfab__26__2640aaee266a47599a9c6bef382e1803_2,batch_41,Tier 4 (手游级),1.9,stylized,2,0,3,5,0.021449385210871696,0,3.8013014793395996,5,4.963189125061035,5,3.732870101928711,5
sketchfab__33__338f2f270b634b0cbc35f91060216f73,-9.511096954345703,42.2463493347168,sketchfab__33__338f2f270b634b0cbc35f91060216f73,batch_41,Tier 3 (游戏级),2.55,physical,3,3,3,0,1.8923646211624146,0,3.046600341796875,5,3.424809455871582,5,2.663482666015625,5
sketchfab__42__422d795b36654eaab91cd3af84b5816e,-31.703035354614258,-20.081445693969727,sketchfab__42__422d795b36654eaab91cd3af84b5816e,batch_41,Tier 5 (勉强可用),1.19,physical,3,0,2,0,3.172155231823126e-07,0,0.7022841572761536,0,0.6200575232505798,0,1.589210033416748,0
sketchfab__42__422ec0cd51c14502a879c5b5449818eb,38.07293701171875,-15.945893287658691,sketchfab__42__422ec0cd51c14502a879c5b5449818eb,batch_41,Tier 3 (游戏级),3.0,stylized,3,3,1,5,2.9377846717834473,5,0.2217385470867157,0,4.9254937171936035,5,3.7585442066192627,5
sketchfab__48__487ebdee71834250a6870b7607fe2dcd,-17.115509033203125,56.37043762207031,sketchfab__48__487ebdee71834250a6870b7607fe2dcd,batch_41,Tier 2 (高级/AAA),3.8,physical,4,3,4,5,3.770200252532959,5,4.636026382446289,5,4.1976704597473145,5,3.450122356414795,5
sketchfab__50__50b41d0402324939a201ccd40b60f29a,-10.003310203552246,56.53386306762695,sketchfab__50__50b41d0402324939a201ccd40b60f29a,batch_41,Tier 2 (高级/AAA),3.81,physical,3,4,4,4,4.309050559997559,5,4.236377716064453,5,4.031655311584473,5,3.8764712810516357,5
sketchfab__50__503dd50852a94bc685031b9bf5466b1f_None,-57.59624099731445,8.73902702331543,sketchfab__50__503dd50852a94bc685031b9bf5466b1f_None,batch_41,Tier 5 (勉强可用),1.3,physical,2,0,1,3,1.970832727238303e-06,0,0.15331560373306274,0,1.7632558345794678,0,1.7771928310394287,0
sketchfab__51__5162e768f708488dbd39d5eac5d3c09a,-49.93027877807617,14.959982872009277,sketchfab__51__5162e768f708488dbd39d5eac5d3c09a,batch_41,Incorrect (不可用),0.47,physical,0,0,1,0,3.0874216463416815e-05,0,0.07803316414356232,0,0.4587210714817047,0,1.2853518724441528,0
sketchfab__59__594cddd9cdb64cc9b23c5a30a1221ed7_1,-19.33977508544922,49.73277282714844,sketchfab__59__594cddd9cdb64cc9b23c5a30a1221ed7_1,batch_41,Tier 4 (手游级),2.39,stylized,3,3,2,1,4.017350673675537,5,0.6211858987808228,0,2.322291374206543,0,2.9854159355163574,5
sketchfab__61__617c3aa15fe14ff0915f7639e849b413_antique-spinning-wheel_1,22.45176124572754,-19.190567016601562,sketchfab__61__617c3aa15fe14ff0915f7639e849b413_antique-spinning-wheel_1,batch_41,Tier 3 (游戏级),2.89,physical,5,2,4,0,3.151902437210083,5,4.28986930847168,5,1.8671811819076538,0,4.071201801300049,5
sketchfab__61__61343d60d11240969037f7fb4334b375_None,30.80561065673828,-30.908405303955078,sketchfab__61__61343d60d11240969037f7fb4334b375_None,batch_41,Tier 3 (游戏级),3.3,physical,3,3,3,5,2.622546672821045,5,2.9671521186828613,5,4.955538272857666,5,3.7304813861846924,5
sketchfab__62__62a27e8551664c7193f1064dbf664bf5_4,40.46068572998047,-17.76683235168457,sketchfab__62__62a27e8551664c7193f1064dbf664bf5_4,batch_41,Tier 3 (游戏级),2.81,physical,3,2,1,5,2.3384597301483154,0,0.29902395606040955,0,4.807855129241943,5,4.35569429397583,5
sketchfab__62__62d370ffd49d4c40add5d92a5d847014,8.404338836669922,-17.7464599609375,sketchfab__62__62d370ffd49d4c40add5d92a5d847014,batch_41,Tier 3 (游戏级),2.8,physical,3,2,3,4,2.1717722415924072,0,2.8822221755981445,5,3.7479500770568848,5,4.195932388305664,5
sketchfab__62__625ff44269a34a50b9d1d247d99ddf03,-8.130616188049316,44.82569122314453,sketchfab__62__625ff44269a34a50b9d1d247d99ddf03,batch_41,Tier 2 (高级/AAA),3.65,physical,4,3,4,4,3.109361410140991,5,4.754281520843506,5,4.1639299392700195,5,3.0708014965057373,5
sketchfab__67__67aef3cc5a2e4615b746c26b3201fec3,11.58365535736084,37.96360778808594,sketchfab__67__67aef3cc5a2e4615b746c26b3201fec3,batch_41,Tier 3 (游戏级),3.4,physical,4,4,4,0,3.2413852214813232,5,4.293943881988525,5,2.749276638031006,5,3.3231005668640137,5
sketchfab__68__68e234d74423476ba98a1d2e76736abf,-43.86212158203125,-0.10099704563617706,sketchfab__68__68e234d74423476ba98a1d2e76736abf,batch_41,Tier 4 (手游级),1.79,physical,3,0,1,5,2.6053151032101596e-06,0,0.09177476912736893,0,4.8466386795043945,5,3.3816885948181152,5
sketchfab__68__681c961b0114456d8cdc72b0eefe2a4a,0.13307973742485046,48.49638366699219,sketchfab__68__681c961b0114456d8cdc72b0eefe2a4a,batch_41,Tier 3 (游戏级),3.3,physical,3,3,3,5,3.8760321140289307,5,3.2293360233306885,5,4.320108413696289,5,3.18172025680542,5
sketchfab__74__741bad712ace408da9d9cb1e839ee1e4,1.617723822593689,34.58464431762695,sketchfab__74__741bad712ace408da9d9cb1e839ee1e4,batch_41,Tier 5 (勉强可用),1.39,physical,3,1,1,0,1.2375423908233643,0,0.5559709072113037,0,0.6985116600990295,0,3.6598927974700928,5
sketchfab__75__75321d98279e44a0b8c3e2b6ec69e817_None,-10.79636001586914,-13.378511428833008,sketchfab__75__75321d98279e44a0b8c3e2b6ec69e817_None,batch_41,Tier 2 (高级/AAA),3.69,physical,5,3,4,3,2.330935001373291,0,4.651958465576172,5,2.343081474304199,0,4.358611106872559,5
sketchfab__76__7651953f4c6643689a35bdbf03846d0c_None,-22.234264373779297,55.451515197753906,sketchfab__76__7651953f4c6643689a35bdbf03846d0c_None,batch_41,Tier 2 (高级/AAA),3.65,physical,4,3,4,4,2.708083391189575,5,4.219603538513184,5,3.973759889602661,5,3.302527904510498,5
sketchfab__86__865268330a144dffa455e7842734f528_3,44.32711410522461,19.945865631103516,sketchfab__86__865268330a144dffa455e7842734f528_3,batch_41,Tier 2 (高级/AAA),3.68,physical,5,3,3,5,4.243698596954346,5,2.4444541931152344,3,4.90348482131958,5,3.9883792400360107,5
sketchfab__88__8834357f698b4cb69aeeef2a8090ad41,-2.040653705596924,-13.712050437927246,sketchfab__88__8834357f698b4cb69aeeef2a8090ad41,batch_41,Tier 4 (手游级),2.2,physical,3,2,3,0,2.0108022689819336,0,3.615511417388916,5,2.1211609840393066,0,2.823944091796875,5
sketchfab__89__8990c8fb7e54432aa7dd123fe6fa44ab_1,21.694231033325195,-50.72763442993164,sketchfab__89__8990c8fb7e54432aa7dd123fe6fa44ab_1,batch_41,Tier 5 (勉强可用),1.48,physical,3,0,0,5,0.0002665893698576838,0,0.007298081181943417,0,4.728637218475342,5,3.6333961486816406,5
sketchfab__93__933c94625c16495990cba7581520785b_6,11.028050422668457,22.331422805786133,sketchfab__93__933c94625c16495990cba7581520785b_6,batch_41,Tier 3 (游戏级),3.0,physical,3,3,2,4,3.3387856483459473,5,0.5805097818374634,0,3.094461441040039,5,2.3393259048461914,0
sketchfab__94__9450f73d7ea24efdb09ceebef8657cbf,10.06498908996582,55.11349868774414,sketchfab__94__9450f73d7ea24efdb09ceebef8657cbf,batch_41,Tier 3 (游戏级),3.16,physical,3,3,3,3,3.7069199085235596,5,2.919635534286499,5,2.9044289588928223,5,3.1287925243377686,5
sketchfab__a4__a477b6ffe3824bed813ed844b87de7f5_2,31.80909538269043,-17.153697967529297,sketchfab__a4__a477b6ffe3824bed813ed844b87de7f5_2,batch_41,Tier 4 (手游级),2.09,physical,3,0,3,5,0.2459145188331604,0,2.103820562362671,0,4.749968528747559,5,3.5282959938049316,5
sketchfab__a4__a46030723d074e2bb130c32551d5e004_5,8.712368965148926,-1.4721643924713135,sketchfab__a4__a46030723d074e2bb130c32551d5e004_5,batch_41,Tier 5 (勉强可用),1.34,physical,3,0,3,0,0.10862496495246887,0,3.186262369155884,5,4.744678497314453,5,2.8854165077209473,5
sketchfab__a8__a89d09e18b1f4fd0b8b43442a3b5dced_None,-6.403026580810547,-45.9668083190918,sketchfab__a8__a89d09e18b1f4fd0b8b43442a3b5dced_None,batch_41,Tier 5 (勉强可用),1.45,stylized,2,0,0,5,0.07606400549411774,0,0.1755286306142807,0,4.926470756530762,5,1.4506332874298096,0
sketchfab__ac__ac5b04b40f304a40b679583a001ba7c8_1,-7.0007405281066895,9.207866668701172,sketchfab__ac__ac5b04b40f304a40b679583a001ba7c8_1,batch_41,Tier 5 (勉强可用),1.0,physical,2,0,2,0,0.11815934628248215,0,0.7081952095031738,0,0.05240593105554581,0,2.667203903198242,5
sketchfab__b0__b09f1e3d90d54d9db249abfaa131a28a,22.941680908203125,35.74220275878906,sketchfab__b0__b09f1e3d90d54d9db249abfaa131a28a,batch_41,Tier 3 (游戏级),2.55,stylized,3,3,3,0,3.2920262813568115,5,3.517563819885254,5,0.05798666551709175,0,3.549060344696045,5
sketchfab__ba__baae23383e8b411d8ea38ba255b31b3e,20.38775634765625,34.01435852050781,sketchfab__ba__baae23383e8b411d8ea38ba255b31b3e,batch_41,Tier 2 (高级/AAA),3.65,physical,3,4,4,4,4.833242416381836,5,4.957220077514648,5,2.4433162212371826,0,3.353943347930908,5
sketchfab__bb__bb44f31a2ebd4c548d0cec0616adef91,27.99433708190918,-20.605510711669922,sketchfab__bb__bb44f31a2ebd4c548d0cec0616adef91,batch_41,Tier 3 (游戏级),3.06,physical,3,4,3,0,4.7201619148254395,5,3.534515380859375,5,4.8186821937561035,5,3.2740321159362793,5
sketchfab__c2__c2cdd347d6004d28860d7f6d79bae3e4,-23.339515686035156,16.85931396484375,sketchfab__c2__c2cdd347d6004d28860d7f6d79bae3e4,batch_41,Tier 4 (手游级),2.02,physical,5,0,2,3,0.0308998990803957,0,0.5642330646514893,0,2.7159128189086914,5,4.10759162902832,5
sketchfab__d0__d0e6792a2a8347b294fa1749057106a3_4,13.60366153717041,-29.001216888427734,sketchfab__d0__d0e6792a2a8347b294fa1749057106a3_4,batch_41,Tier 3 (游戏级),2.51,physical,3,2,4,0,3.1176507472991943,5,4.929892539978027,5,4.840097427368164,5,4.243588447570801,5
sketchfab__d1__d1254f2ff8a6480f8d84c589b7606ba3_1,6.626352787017822,41.0238037109375,sketchfab__d1__d1254f2ff8a6480f8d84c589b7606ba3_1,batch_41,Tier 4 (手游级),1.94,physical,3,0,2,5,1.054970622062683,0,2.138371229171753,0,4.832747459411621,5,3.5862338542938232,5
sketchfab__d5__d5414f368fb74cd493c09092ab3b8fa9,19.10232162475586,57.48857116699219,sketchfab__d5__d5414f368fb74cd493c09092ab3b8fa9,batch_41,Tier 2 (高级/AAA),4.0,physical,4,4,5,3,3.525630235671997,5,4.946331977844238,5,2.3656344413757324,0,3.6552047729492188,5
sketchfab__d6__d685f85516a04d13a722a97dc0510043,-4.187308311462402,46.831295013427734,sketchfab__d6__d685f85516a04d13a722a97dc0510043,batch_41,Tier 3 (游戏级),3.49,physical,4,3,3,5,2.9681310653686523,5,2.843379259109497,5,4.263576507568359,5,3.691850185394287,5
sketchfab__d9__d9fea239a484443caef428f4544a78b0,45.435672760009766,-17.223941802978516,sketchfab__d9__d9fea239a484443caef428f4544a78b0,batch_41,Tier 2 (高级/AAA),3.69,physical,5,3,2,5,3.4284775257110596,5,1.5108009576797485,0,4.840981960296631,5,4.300982475280762,5
sketchfab__dd__dd00b6494d82498183676d3cc3f58e11,33.10438537597656,39.86366653442383,sketchfab__dd__dd00b6494d82498183676d3cc3f58e11,batch_41,Tier 2 (高级/AAA),3.8,physical,4,3,4,5,4.5709991455078125,5,4.962762832641602,5,4.396084308624268,5,4.035407066345215,5
sketchfab__f0__f02195bb38384feba548e71a92356261_steak-slice,54.053253173828125,-27.276968002319336,sketchfab__f0__f02195bb38384feba548e71a92356261_steak-slice,batch_41,Tier 3 (游戏级),3.3,stylized,3,3,3,5,4.156367301940918,5,3.4411299228668213,5,4.986514091491699,5,3.4870145320892334,5
sketchfab__f1__f1ed0fb1ee494eb69a9f00670cf030c4_1,-5.329529762268066,-29.085044860839844,sketchfab__f1__f1ed0fb1ee494eb69a9f00670cf030c4_1,batch_41,Tier 5 (勉强可用),1.15,physical,2,0,2,1,0.6601846218109131,0,1.0302232503890991,0,1.7404520511627197,0,3.1470484733581543,5
sketchfab__f2__f2296cf3e0b24ff09e76a801503a5c81,33.17805480957031,44.75802230834961,sketchfab__f2__f2296cf3e0b24ff09e76a801503a5c81,batch_41,Tier 2 (高级/AAA),3.64,physical,4,3,4,5,3.0454421043395996,5,4.334349155426025,5,4.758767604827881,5,3.4869446754455566,5
sketchfab__f5__f5830184d48e40b499bd2d8cb9517b70,53.55398941040039,-6.1532511711120605,sketchfab__f5__f5830184d48e40b499bd2d8cb9517b70,batch_41,Tier 2 (高级/AAA),3.73,physical,5,4,1,5,4.436546802520752,5,1.510481595993042,0,4.96530818939209,5,4.610107898712158,5
sketchfab__fb__fb2e6bc008db40e1a09f547a3e462744_8,46.01462173461914,25.66530990600586,sketchfab__fb__fb2e6bc008db40e1a09f547a3e462744_8,batch_41,Tier 2 (高级/AAA),3.77,physical,5,5,0,5,3.5258705615997314,5,0.726679801940918,0,4.50805139541626,5,4.3738837242126465,5
